name,url,code
جهش,https://jahesh.irfarabi.ir,7681671915916933
اهرم,https://ahrom.charismafunds.ir,17914401175772326
توان,https://tavanfund.com,41927452991671109
موج,https://mojfund.ir,67141987086032267
شتاب,https://shetabfund.ir,64216772923447100
نارنج,https://narenj.fund,35831329532779850
