id,name,fullName,insCode,stockType,instrumentId,cisin,lSecVal,cSecVal,created_date
993,کرماشا,صنایع پتروشیمی کرمانشاه,38437201078089290,300,IRO1PKER0001,IRO1PKER0004,محصولات شيميايي,44 ,2023-08-31T05:42:25.566Z
995,دروز,داروسازی روزدارو,40262275031537922,300,IRO1ROZD0001,IRO1ROZD0009,مواد و محصولات دارويي,43 ,2023-08-31T05:42:25.695Z
997,دهدشت,صنایع پتروشیمی دهدشت,15374483986949695,309,IRO7PDHP0001,IRO7PDHP0006,محصولات شيميايي,44 ,2023-08-31T05:42:25.812Z
999,وبملت,بانک ملت,778253364357513,300,IRO1BMLT0001,IRO1BMLT0007,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:25.933Z
1003,ختوقا,قطعات‌ اتومبیل‌ ایران‌,70289374539527245,300,IRO1GHAT0001,IRO1GHAT0002,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:26.208Z
1013,وملی,گروه‌ صنعتی ملی (هلدینگ‌,41796741644273824,300,IRO1GMEL0001,IRO1GMEL0009,دباغي، پرداخت چرم و ساخت انواع پاپوش,19 ,2023-08-31T05:42:26.964Z
1015,ثشاهد,سرمایه‌ گذاری شاهد,63481599728522324,300,IRO1SAHD0001,IRO1SAHD0006,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:27.142Z
1017,کخاک,صنایع‌خاک‌چینیایران‌,16405556680571453,300,IRO1KCHI0001,IRO1KCHI0007,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:27.285Z
1023,تیپیکو2,سرمایه گذاری دارویی تامین,22095803731225621,300,IRO1DTIP0002,IRO1DTIP0007,مواد و محصولات دارويي,43 ,2023-08-31T05:42:27.730Z
1025,وایران,لیزینگ ایرانیان,3149396562827132,300,IRO1LIRZ0001,IRO1LIRZ0007,ساير واسطه گريهاي مالي,58 ,2023-08-31T05:42:27.885Z
1027,شهر,گروه مالی شهر,9098178887955847,300,IRO1GMSH0001,IRO1GMSH0009,سرمايه گذاريها,56 ,2023-08-31T05:42:28.012Z
1029,دابور,داروسازی ابوریحان‌,61332057061846617,300,IRO1DABO0001,IRO1DABO0006,مواد و محصولات دارويي,43 ,2023-08-31T05:42:28.153Z
1033,وخارزم,سرمایه گذاری خوارزمی,7395271748414592,300,IRO1IKHR0001,IRO1IKHR0000,سرمايه گذاريها,56 ,2023-08-31T05:42:28.441Z
1049,شنفت,نفت‌ پارس‌,14073782708315535,300,IRO1NPRS0001,IRO1NPRS0005,فراورده هاي نفتي، كك و سوخت هسته اي,23 ,2023-08-31T05:42:29.512Z
1051,کمینا,شیشه سازی مینا,54263829393913132,309,IRO7MIGP0001,IRO7MIGP0005,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:29.629Z
1053,کاریز,بیمه زندگی کاریزما50%تادیه,15962072736526551,309,IRO7CMIZ0001,IRO7CMIZ0007,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:29.750Z
1061,ما,بیمه  ما,29860265627578401,300,IRO1BVMA0001,IRO1BVMA0006,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:30.256Z
1065,پارس,پتروشیمی پارس,6110133418282108,300,IRO1PARS0001,IRO1PARS0000,محصولات شيميايي,44 ,2023-08-31T05:42:30.500Z
1067,آبادا,تولید نیروی برق آبادان,37661500521100963,300,IRO1NBAB0001,IRO1NBAB0009,عرضه برق، گاز، بخاروآب گرم,40 ,2023-08-31T05:42:30.648Z
1069,فبستم,صنایع ‌بسته‌بندی مشهد,4159532151694984,309,IRO7FBSP0001,IRO7FBSP0007,ساخت محصولات فلزي,28 ,2023-08-31T05:42:30.767Z
1071,کروی,توسعه‌ معادن‌ روی ایران‌,22787503301679573,300,IRO1ROOI0001,IRO1ROOI0007,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:30.891Z
1075,تکشا,گسترش‌صنایع‌وخدمات‌کشاورزی,62258804563636993,300,IRO1GSKE0001,IRO1GSKE0004,ماشين آلات و تجهيزات,29 ,2023-08-31T05:42:31.163Z
1081,ولساپا,لیزینگ رایان‌ سایپا,45174198424472334,300,IRO1RSAP0001,IRO1RSAP0000,ساير واسطه گريهاي مالي,58 ,2023-08-31T05:42:31.582Z
1085,دانا,بیمه دانا,48511238766369097,300,IRO1BDAN0001,IRO1BDAN0007,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:31.842Z
1089,پاسا,ایران‌یاساتایرورابر,63580313877463104,300,IRO1YASA0001,IRO1YASA0008,لاستيك و پلاستيك,25 ,2023-08-31T05:42:32.099Z
1099,بالبر,کابل‌ البرز,62952165421099192,300,IRO1KALZ0001,IRO1KALZ0002,ماشين آلات و دستگاه‌هاي برقي,31 ,2023-08-31T05:42:32.784Z
1101,کوثر,بیمه کوثر,22275596386264204,303,IRO3BKSZ0001,IRO3BKSZ0002,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:32.931Z
1103,وگستر,گسترش سرمایه گذاری ایرانیان,43951910415124966,303,IRO3IRNZ0001,IRO3IRNZ0003,سرمايه گذاريها,56 ,2023-08-31T05:42:33.070Z
1105,شسپا,نفت سپاهان,49188729526980541,300,IRO1SEPP0001,IRO1SEPP0008,فراورده هاي نفتي، كك و سوخت هسته اي,23 ,2023-08-31T05:42:33.204Z
1107,گپارس,امور رفاهی کارگزاران پارس,59848307608894801,309,IRO7PBRP0001,IRO7PBRP0006,هتل و رستوران,55 ,2023-08-31T05:42:33.352Z
1204,قشکر,شکرشاهرود,35964395659427029,300,IRO1SHKR0001,IRO1SHKR0008,قند و شكر,38 ,2023-08-31T05:42:40.133Z
1032,ومدیر,گ.مدیریت ارزش سرمایه ص ب کشوری,30447901674051381,300,IRO1VMDR0001,IRO1VMDR0005,سرمايه گذاريها,56 ,2023-08-31T05:42:28.384Z
1036,ساراب,سیمان‌ داراب‌,4563413583000719,300,IRO1SDAB0001,IRO1SDAB0002,سيمان، آهك و گچ,53 ,2023-08-31T05:42:28.696Z
1038,حسیر2,ریل سیر کوثر,14555739862930186,303,IRO3RSKZ0002,IRO3RSKZ0004,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:28.811Z
1040,کساپا,سایپاشیشه‌,28325731560106431,300,IRO1SISH0001,IRO1SISH0001,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:28.944Z
1044,بتهران,بیمه اتکایی تهران رواک50%تادیه,47563321799863211,309,IRO7THRP0001,IRO7THRP0006,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:29.197Z
1046,سفار,سیمان‌فارس‌,41227201752535311,300,IRO1SFRS0001,IRO1SFRS0002,سيمان، آهك و گچ,53 ,2023-08-31T05:42:29.312Z
1048,تپکو,تولیدتجهیزات‌سنگین‌هپکو,54509759694064219,309,IRO7HPKP0001,IRO7HPKP0007,ماشين آلات و تجهيزات,29 ,2023-08-31T05:42:29.456Z
1050,وسبحان,سرمایه گذاری سبحان,43283802997035462,303,IRO3SOBZ0001,IRO3SOBZ0008,سرمايه گذاريها,56 ,2023-08-31T05:42:29.570Z
1054,سیدکو,سرمایه گذاری توسعه صنایع سیمان,37281199178613855,300,IRO1CIDC0001,IRO1CIDC0001,سيمان، آهك و گچ,53 ,2023-08-31T05:42:29.808Z
1062,دماوند,تولید نیروی برق دماوند,66142616039907394,303,IRO3BDMZ0001,IRO3BDMZ0007,عرضه برق، گاز، بخاروآب گرم,40 ,2023-08-31T05:42:30.317Z
1064,کهرام,تولیدی گرانیت بهسرام,25631699615003698,309,IRO7BEGP0001,IRO7BEGP0002,كاشي و سراميك,49 ,2023-08-31T05:42:30.433Z
1066,وملل,اعتباری ملل,24644999329120295,303,IRO3ASKZ0001,IRO3ASKZ0003,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:30.562Z
1070,کازرو,پتروشیمی کازرون,16777570760181431,309,IRO7PKZP0001,IRO7PKZP0005,محصولات شيميايي,44 ,2023-08-31T05:42:30.824Z
1072,شپاس,نفت پاسارگاد,35178706978554988,303,IRO3NPSZ0001,IRO3NPSZ0003,فراورده هاي نفتي، كك و سوخت هسته اي,23 ,2023-08-31T05:42:30.949Z
1074,ختور,رادیاتور ایران‌,50185721305191887,300,IRO1RADI0001,IRO1RADI0006,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:31.078Z
1080,فن افزار,توسعه فن افزار توسن,69171897374421261,303,IRO3TOTZ0001,IRO3TOTZ0007,رايانه و فعاليت‌هاي وابسته به آن,72 ,2023-08-31T05:42:31.527Z
1082,قلرست,قند لرستان‌,56820995669577571,300,IRO1GLOR0001,IRO1GLOR0002,قند و شكر,38 ,2023-08-31T05:42:31.664Z
1084,دسبحا,گروه دارویی سبحان,43622578471330344,300,IRO1DSOB0001,IRO1DSOB0006,مواد و محصولات دارويي,43 ,2023-08-31T05:42:31.782Z
1100,کنور,توسعه معدنی و صنعتی صبانور,20411759370751096,300,IRO1KNRZ0001,IRO1KNRZ0001,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:32.873Z
1104,فلوله,لوله‌وماشین‌سازیایران‌,48623320733330408,300,IRO1LMIR0001,IRO1LMIR0002,فلزات اساسي,27 ,2023-08-31T05:42:33.147Z
1108,حخزر,کشتیرانی دریای خزر,28253678449273505,303,IRO3KHZZ0001,IRO3KHZZ0007,حمل و نقل آبي,61 ,2023-08-31T05:42:33.417Z
1110,وآذر,سرمایه‌گذاریتوسعه‌آذربایجان‌,1358190916156744,300,IRO1TAZB0001,IRO1TAZB0005,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:33.574Z
1112,جم2,پتروشیمی جم,10589770805157298,300,IRO1PJMZ0002,IRO1PJMZ0007,محصولات شيميايي,44 ,2023-08-31T05:42:33.731Z
1113,حپترو,حمل و نقل پتروشیمی( سهامی عام,16369313804633525,300,IRO1HJPT0001,IRO1HJPT0002,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:33.798Z
1115,لپیام,گسترش صنایع پیام,793710053482057,309,IRO7PYAP0001,IRO7PYAP0008,ساخت دستگاه‌ها و وسايل ارتباطي,32 ,2023-08-31T05:42:33.942Z
1119,ساروج,بین المللی ساروج بوشهر,25417476013479486,303,IRO3SRBZ0001,IRO3SRBZ0005,سيمان، آهك و گچ,53 ,2023-08-31T05:42:34.192Z
1121,بجهرم,توسعه مولد نیروگاهی جهرم,33629260529503413,303,IRO3JPPZ0001,IRO3JPPZ0002,عرضه برق، گاز، بخاروآب گرم,40 ,2023-08-31T05:42:34.339Z
1123,مرقام,ایران ارقام,25020657188512139,309,IRO7IAGM0001,IRO7IAGM0002,رايانه و فعاليت‌هاي وابسته به آن,72 ,2023-08-31T05:42:34.458Z
1125,بتک,کارخانجات کابل سازی تک‌,54369290104873523,309,IRO7KTAP0001,IRO7KTAP0000,ماشين آلات و دستگاه‌هاي برقي,31 ,2023-08-31T05:42:34.609Z
1127,کسرا,سرامیک‌هایصنعتیاردکان‌,4614779520007780,300,IRO1ARDK0001,IRO1ARDK0002,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:34.756Z
1133,غشهد,شهد ایران ‌,20487994977117557,300,IRO1SHAD0001,IRO1SHAD0006,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:35.188Z
1135,خفناور,مهندسی صنعتی روان فن آور,58180284328186631,309,IRO7RFNZ0001,IRO7RFNZ0002,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:35.305Z
1137,رتاپ,تجارت الکترونیک  پارسیان,41048299027409941,300,IRO1EPRS0001,IRO1EPRS0006,رايانه و فعاليت‌هاي وابسته به آن,72 ,2023-08-31T05:42:35.422Z
1139,کحافظ,کاشی وسرامیک‌ حافظ‌,32257753560585502,300,IRO1KHFZ0001,IRO1KHFZ0003,كاشي و سراميك,49 ,2023-08-31T05:42:35.578Z
1141,شیراز,پتروشیمیشیراز,38568786927478796,300,IRO1PSHZ0001,IRO1PSHZ0003,محصولات شيميايي,44 ,2023-08-31T05:42:35.700Z
1143,شخارک,پتروشیمی خارک‌,70934270174405743,300,IRO1PKHA0001,IRO1PKHA0000,محصولات شيميايي,44 ,2023-08-31T05:42:35.853Z
1149,خاور,ایران خودرو دیزل,49270349234092953,303,IRO3IKDP0001,IRO3IKDP0004,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:36.318Z
1151,فزر,پویا زرکان آق دره,8175784894140974,303,IRO3PZAZ0001,IRO3PZAZ0009,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:36.441Z
1153,غدیس,پاکدیس,3492952121304423,303,IRO3PKDZ0001,IRO3PKDZ0003,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:36.561Z
1157,مفاخر,توسعه فناوری اطلاعات خوارزمی,4247709727327181,303,IRO3KARZ0001,IRO3KARZ0004,رايانه و فعاليت‌هاي وابسته به آن,72 ,2023-08-31T05:42:36.885Z
1159,شفارس,صنایع‌ شیمیایی فارس‌,43781018754867729,300,IRO1SHFS0001,IRO1SHFS0004,محصولات شيميايي,44 ,2023-08-31T05:42:37.028Z
1163,ولراز,لیزینگ رازی,12901875871456398,309,IRO7RAZP0001,IRO7RAZP0005,ساير واسطه گريهاي مالي,58 ,2023-08-31T05:42:37.286Z
1167,آبین,کشت و صنعت آبشیرین,9987529074833218,309,IRO7ABYP0001,IRO7ABYP0004,زراعت و خدمات وابسته,01 ,2023-08-31T05:42:37.574Z
1169,شاملا,معدنی املاح‌  ایران‌,16959429956899455,300,IRO1AMLH0001,IRO1AMLH0002,محصولات شيميايي,44 ,2023-08-31T05:42:37.707Z
1171,وسدید,گروه ‌صنعتیسدید,41713045190742691,309,IRO7SDIP0001,IRO7SDIP0002,فلزات اساسي,27 ,2023-08-31T05:42:37.848Z
1173,درازی,پخش رازی,16567465928886309,303,IRO3PSRZ0001,IRO3PSRZ0009,مواد و محصولات دارويي,43 ,2023-08-31T05:42:37.981Z
1177,غدشت2,دشت‌ مرغاب‌,11442857498601685,300,IRO1DMOR0002,IRO1DMOR0004,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:38.243Z
1179,سغرب,سیمان‌غرب‌,52220424531578944,300,IRO1SGRB0001,IRO1SGRB0000,سيمان، آهك و گچ,53 ,2023-08-31T05:42:38.407Z
1181,وتجارت2,بانک تجارت,25109758834306328,300,IRO1BTEJ0002,IRO1BTEJ0001,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:38.527Z
1185,چافست,افست‌,23936607891892333,300,IRO1OFST0001,IRO1OFST0004,انتشار، چاپ و تكثير,22 ,2023-08-31T05:42:38.797Z
1193,غویتا,ویتانا,37842793167868642,303,IRO3VITZ0001,IRO3VITZ0001,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:39.392Z
1120,شملی,ملی شیمی کشاورز,55862580907068610,303,IRO3MECZ0001,IRO3MECZ0005,محصولات شيميايي,44 ,2023-08-31T05:42:34.283Z
1122,انتخاب,گروه انتخاب الکترونیک آرمان,10236455588057352,303,IRO3EELZ0001,IRO3EELZ0004,ماشين آلات و تجهيزات,29 ,2023-08-31T05:42:34.402Z
1124,وسین,بیمه سینا,56591881518499520,309,IRO7VSNP0001,IRO7VSNP0003,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:34.514Z
1126,کلر,کلر پارس,1822787329898392,303,IRO3CHPZ0001,IRO3CHPZ0009,محصولات شيميايي,44 ,2023-08-31T05:42:34.693Z
1130,شستان,پتروشیمی گلستان,3173544097113770,309,IRO7STNP0001,IRO7STNP0007,محصولات شيميايي,44 ,2023-08-31T05:42:34.956Z
1132,شیران,س. صنایع‌شیمیاییایران,35796086458096255,300,IRO1SSIN0001,IRO1SSIN0003,محصولات شيميايي,44 ,2023-08-31T05:42:35.119Z
1138,فولاد2,فولاد مبارکه اصفهان,61934586397353104,300,IRO1FOLD0002,IRO1FOLD0009,فلزات اساسي,27 ,2023-08-31T05:42:35.507Z
1142,فایرا,آلومینیوم‌ایران‌,65004959184388996,300,IRO1ALIR0001,IRO1ALIR0006,فلزات اساسي,27 ,2023-08-31T05:42:35.791Z
1144,شتهران,داروسازی تهران شیمی,31049085025064185,309,IRO7THSP0001,IRO7THSP0005,مواد و محصولات دارويي,43 ,2023-08-31T05:42:35.937Z
1146,شاروم,پتروشیمی ارومیه,3407806799514469,303,IRO3URPZ0001,IRO3URPZ0005,محصولات شيميايي,44 ,2023-08-31T05:42:36.083Z
1148,سمگا,گروه سرمایه گذاری میراث فرهنگی,46741025610365786,303,IRO3IMFZ0001,IRO3IMFZ0008,هتل و رستوران,55 ,2023-08-31T05:42:36.230Z
1150,نطرین,عطرین نخ قم,64699417405634265,303,IRO3ANQZ0001,IRO3ANQZ0002,منسوجات,17 ,2023-08-31T05:42:36.382Z
1154,سیلام,سیمان‌ ایلام‌,14617104402836487,300,IRO1SEIL0001,IRO1SEIL0001,سيمان، آهك و گچ,53 ,2023-08-31T05:42:36.667Z
1156,سمازن,سیمان‌مازندران‌,33808206014018431,300,IRO1SMAZ0001,IRO1SMAZ0003,سيمان، آهك و گچ,53 ,2023-08-31T05:42:36.812Z
1158,تکمبا,کمباین‌ سازی ایران‌,30719054967088301,300,IRO1COMB0001,IRO1COMB0003,ماشين آلات و تجهيزات,29 ,2023-08-31T05:42:36.948Z
1160,بالاس,مهندسی ساختمان تاسیسات راه آهن,8646067353086740,303,IRO3BLSZ0001,IRO3BLSZ0001,پيمانكاري صنعتي,45 ,2023-08-31T05:42:37.100Z
1162,وملت,سرمایه گذاری ملت,10055255678920880,309,IRO7MIVP0001,IRO7MIVP0006,سرمايه گذاريها,56 ,2023-08-31T05:42:37.229Z
1168,زاگرس,پتروشیمی زاگرس,13235547361447092,303,IRO3PZGZ0001,IRO3PZGZ0003,محصولات شيميايي,44 ,2023-08-31T05:42:37.648Z
1172,شساخت,مهندسی و ساختمان صنایع نفت,15282093177363578,309,IRO7OECP0001,IRO7OECP0001,استخراج نفت گاز و خدمات جنبي جز اكتشاف,11 ,2023-08-31T05:42:37.911Z
1182,ونیکی,سرمایه‌گذاری ملیایران‌,25336820825905643,300,IRO1NIKI0001,IRO1NIKI0003,شركتهاي چند رشته اي صنعتي,39 ,2023-08-31T05:42:38.597Z
1184,خشرق,الکتریک‌ خودرو شرق‌,63915926161403347,300,IRO1KHSH0001,IRO1KHSH0000,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:38.740Z
1188,کگهر,سنگ آهن گهرزمین,30703140537034664,303,IRO3GZIZ0001,IRO3GZIZ0002,استخراج كانه هاي فلزي,13 ,2023-08-31T05:42:39.021Z
1192,فسبزوار,پارس فولاد سبزوار,37284308569715577,300,IRO1FSBZ0001,IRO1FSBZ0001,فلزات اساسي,27 ,2023-08-31T05:42:39.303Z
1194,ارفع,شرکت آهن و فولاد ارفع,59266699437480384,303,IRO3ARFZ0001,IRO3ARFZ0001,فلزات اساسي,27 ,2023-08-31T05:42:39.452Z
1198,خکاوه,سایپا دیزل,64842837716888827,309,IRO7SDLP0001,IRO7SDLP0007,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:39.698Z
1200,ملت,بیمه ملت,13611044044646901,300,IRO1BMEL0001,IRO1BMEL0004,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:39.814Z
1205,حآسا,آسیا سیر ارس,44625249840480397,303,IRO3ASAZ0001,IRO3ASAZ0005,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:40.332Z
1207,شتران,پالایش نفت تهران,51617145873056483,300,IRO1PTEH0001,IRO1PTEH0007,فراورده هاي نفتي، كك و سوخت هسته اي,23 ,2023-08-31T05:42:40.495Z
1209,ساینا,صنایع بهداشتی ساینا,64298008532791199,303,IRO3SYNZ0001,IRO3SYNZ0002,محصولات شيميايي,44 ,2023-08-31T05:42:40.648Z
1211,وفتخار,سرمایه گذاری افتخار سهام,27148572013604038,309,IRO7EFSP0001,IRO7EFSP0004,سرمايه گذاريها,56 ,2023-08-31T05:42:40.770Z
1213,واعتبار,سرمایه گذاری اعتبار ایران,47841327496247362,300,IRO1IDOC0001,IRO1IDOC0007,سرمايه گذاريها,56 ,2023-08-31T05:42:40.947Z
1223,شکربن,کربن‌ ایران‌,27308217070238237,300,IRO1CRBN0001,IRO1CRBN0009,محصولات شيميايي,44 ,2023-08-31T05:42:41.774Z
1225,والماس,س. الماس حکمت ایرانیان,36282416082320053,303,IRO3AHIZ0001,IRO3AHIZ0000,سرمايه گذاريها,56 ,2023-08-31T05:42:41.924Z
1227,دالبر,البرزدارو,60451823714332895,300,IRO1DALZ0001,IRO1DALZ0001,مواد و محصولات دارويي,43 ,2023-08-31T05:42:42.082Z
1229,نوین,بیمه نوین,59866041653103343,303,IRO3BNOP0001,IRO3BNOP0005,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:42.447Z
1235,تفیرو,مهندسی فیروزا,45062188442385800,309,IRO7FROP0001,IRO7FROP0003,ماشين آلات و تجهيزات,29 ,2023-08-31T05:42:42.975Z
1237,حکشتی2,کشتیرانی جمهوری اسلامی ایران,9090413906525796,300,IRO1KSHJ0002,IRO1KSHJ0008,حمل ونقل، انبارداري و ارتباطات,60 ,2023-08-31T05:42:43.087Z
1239,سامان,بانک سامان,38179358042686391,309,IRO7BSAP0001,IRO7BSAP0002,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:43.211Z
1243,پردیس,سرمایه گذاری پردیس,15039949673085566,300,IRO1AYEG0001,IRO1AYEG0008,سرمايه گذاريها,56 ,2023-08-31T05:42:43.494Z
1245,بنو,بیمه تجارت نو,54493234408301135,303,IRO3TNIZ0001,IRO3TNIZ0001,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:43.663Z
1247,وهور,مدیریت انرژی امید  تابان هور,25215182208950217,303,IRO3HORZ0001,IRO3HORZ0003,عرضه برق، گاز، بخاروآب گرم,40 ,2023-08-31T05:42:43.813Z
1253,واحیا,م .صنایع و معادن احیاء سپاهان,17284166795866794,309,IRO7VHYP0001,IRO7VHYP0003,سرمايه گذاريها,56 ,2023-08-31T05:42:44.216Z
1257,وساخت,سرمایه‌ گذاری ساختمان‌ایران‌,25514780181345713,300,IRO1SAKH0001,IRO1SAKH0007,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:44.729Z
1259,دارو,کارخانجات‌داروپخش‌,67988012428906654,300,IRO1DPAK0001,IRO1DPAK0004,مواد و محصولات دارويي,43 ,2023-08-31T05:42:44.886Z
1261,آریا,پلیمر آریا ساسول,55127657985997520,303,IRO3APOZ0001,IRO3APOZ0002,محصولات شيميايي,44 ,2023-08-31T05:42:45.015Z
1263,تاتمس,کارخانجات صنعتی وتولیدی اتمسفر,35543935713999309,309,IRO7ATMP0001,IRO7ATMP0008,ماشين آلات و تجهيزات,29 ,2023-08-31T05:42:45.176Z
1267,ورنا,سرمایه‌گذاری رنا(هلدینگ‌,7385624172574740,300,IRO1RENA0001,IRO1RENA0008,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:45.512Z
1273,قنیشا,قند  نیشابور,63380098535169030,300,IRO1GNBO0001,IRO1GNBO0008,قند و شكر,38 ,2023-08-31T05:42:45.861Z
1275,وطوبی,سرمایه گذاری اقتصاد شهر طوبی,3955332316338258,303,IRO3TOIZ0001,IRO3TOIZ0000,سرمايه گذاريها,56 ,2023-08-31T05:42:45.989Z
1279,خبهمن,گروه‌بهمن‌,26824673819862694,300,IRO1BHMN0001,IRO1BHMN0009,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:46.304Z
1281,آسیا,بیمه آسیا,51106317433079213,300,IRO1ASIA0001,IRO1ASIA0008,بيمه وصندوق بازنشستگي به جزتامين اجتماعي,66 ,2023-08-31T05:42:46.494Z
1206,شبندر2,پالایش نفت بندرعباس,51234238775438234,300,IRO1PNBA0002,IRO1PNBA0003,فراورده هاي نفتي، كك و سوخت هسته اي,23 ,2023-08-31T05:42:40.434Z
1208,کقزوی,شیشه‌ قزوین‌,63499217872110599,309,IRO7SHQP0001,IRO7SHQP0008,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:40.588Z
1212,وپاسار2,بانک  پاسارگاد,12845457908500808,300,IRO1BPAS0002,IRO1BPAS0008,بانكها و موسسات اعتباري,57 ,2023-08-31T05:42:40.836Z
1220,دلقما,دارویی لقمان‌,29247915161590165,300,IRO1DLGM0001,IRO1DLGM0000,مواد و محصولات دارويي,43 ,2023-08-31T05:42:41.561Z
1222,شراز,پالایش نفت شیراز,14031158866706953,300,IRO1PRZZ0001,IRO1PRZZ0002,فراورده هاي نفتي، كك و سوخت هسته اي,23 ,2023-08-31T05:42:41.687Z
1226,کباده,تولید خاک نسوزاستقلال آباده,55979741213594029,309,IRO7KBDP0001,IRO7KBDP0007,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:41.984Z
1238,رفاه,فروشگاه های زنجیره ای رفاه,33410001534682920,309,IRO7REFP0001,IRO7REFP0005,خرده فروشي،باستثناي وسايل نقليه موتوري,47 ,2023-08-31T05:42:43.140Z
1244,فارس2,صنایع پتروشیمی خلیج فارس,41505613415701055,300,IRO1PKLJ0002,IRO1PKLJ0005,محصولات شيميايي,44 ,2023-08-31T05:42:43.594Z
1248,خوساز,محورسازان‌ایران‌خودرو,31879190587976736,300,IRO1MESI0001,IRO1MESI0000,خودرو و ساخت قطعات,34 ,2023-08-31T05:42:43.873Z
1252,غکورش,صنعت غذایی کورش,62404730109947970,300,IRO1KRSH0001,IRO1KRSH0008,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:44.134Z
1254,فجام,جام‌دارو,30765727085936322,300,IRO1JAMD0001,IRO1JAMD0000,ساخت محصولات فلزي,28 ,2023-08-31T05:42:44.303Z
1260,شلیا,شرکت مواد ویژه لیا,26025177574491991,309,IRO7LIAZ0001,IRO7LIAZ0000,ساير محصولات كاني غيرفلزي,54 ,2023-08-31T05:42:44.950Z
1264,وشمال,س. چشم انداز توسعه شمال,9761381741308262,309,IRO7SHOP0001,IRO7SHOP0000,سرمايه گذاريها,56 ,2023-08-31T05:42:45.259Z
1270,قچار,فراوردههای غذایی وقند چهارمحال,23600798892801694,303,IRO3CHRZ0001,IRO3CHRZ0007,قند و شكر,38 ,2023-08-31T05:42:45.691Z
1272,کیسون,شرکت کیسون,49953653111442595,309,IRO7KSNP0001,IRO7KSNP0006,انبوه سازي، املاك و مستغلات,70 ,2023-08-31T05:42:45.804Z
1278,وامین,س. امین توان آفرین ساز,23843877872814145,309,IRO7ATAP0001,IRO7ATAP0002,سرمايه گذاريها,56 ,2023-08-31T05:42:46.217Z
1282,غشاذر,پگاه‌آذربایجان‌غربی,59921975187856916,300,IRO1SHPZ0001,IRO1SHPZ0003,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-08-31T05:42:46.553Z
1286,رنیک,جنرال مکانیک,33854964748757477,303,IRO3GEMZ0001,IRO3GEMZ0001,خدمات فني و مهندسي,74 ,2023-08-31T05:42:46.869Z
1288,وسپه,سرمایه‌گذاری سپه‌,2328862017676109,300,IRO1SPAH0001,IRO1SPAH0002,سرمايه گذاريها,56 ,2023-08-31T05:42:47.021Z
1285,شبهرن2,نفت‌ بهران‌,28450681651613498,300,IRO1NBEH0002,IRO1NBEH0009,فراورده هاي نفتي، كك و سوخت هسته اي,23 ,2023-08-31T05:42:46.789Z
